"id";"anneesco_cdn";"anneesco_libusage";"mef_stat_4";"libelle_court";"libelle_long";"date_ouverture";"date_fermeture";"indic_autorise_eleve";"indic_autorise_apprenti";"nb_mef_valide_annsco";"nb_mef_valide_annsco_ea";"nb_sectref_valide_annsco";"mefstat4_ordtri";"date_jeu_donnees"
1768;20;"2016-2017";"4221";"MOREA BT";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;105;"2017-08-25"
1748;20;"2016-2017";"4222";"MOREA BTN";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;106;"2017-08-25"
1769;20;"2016-2017";"4223";"MOREA BPRO";"MODULE REPREPA.EXAM.PAR ALTERNANCE :BPRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;107;"2017-08-25"
1749;20;"2016-2017";"4224";"MOREA BMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;108;"2017-08-25"
1770;20;"2016-2017";"4225";"MOBAC GENE";"MOREA BAC GENERAL";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;109;"2017-08-25"
1750;20;"2016-2017";"4231";"MOREA BTS";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;110;"2017-08-25"
1771;20;"2016-2017";"4232";"MOREA DMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;111;"2017-08-25"
1751;20;"2016-2017";"4311";"FC CAP";"FORMATION COMPLEMENTAIRE POST CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;112;"2017-08-25"
1772;20;"2016-2017";"4312";"FC BEP";"FORMATION COMPLEMENTAIRE POST BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;113;"2017-08-25"
1752;20;"2016-2017";"4321";"FC BT";"FORMATION COMPLEMENTAIRE POST BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;114;"2017-08-25"
1773;20;"2016-2017";"4322";"FC BTN";"FORMATION COMPLEMENTAIRE POST BAC TECHNO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;115;"2017-08-25"
1753;20;"2016-2017";"4323";"FC BACPRO";"FORMATION COMPLEMENTAIRE POST BAC PRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;116;"2017-08-25"
1774;20;"2016-2017";"4324";"FC BMA";"FORMATION COMPLEMENTAIRE POST BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;117;"2017-08-25"
1754;20;"2016-2017";"4331";"FC BTS";"FORMATION COMPLEMENTAIRE POST BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;118;"2017-08-25"
1775;20;"2016-2017";"4332";"FC DMA";"FORMATION COMPLEMENTAIRE POST DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;119;"2017-08-25"
1755;20;"2016-2017";"4411";"FCIL NIV-5";"FCIL & FC NON DIPLOMANTE POST NIVEAU-5";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;120;"2017-08-25"
1776;20;"2016-2017";"4421";"FCIL NIV-4";"FCIL & FC NON DIPLOMANTE POST NIVEAU-4";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;121;"2017-08-25"
1756;20;"2016-2017";"4431";"FCIL NIV-3";"FCIL & FC NON DIPLOMANTE POST NIVEAU-3";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;122;"2017-08-25"
1777;20;"2016-2017";"4441";"FCIL G-T";"FCIL & FC NON DIPLOM.POST GENE. & TECHNO";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;123;"2017-08-25"
1757;20;"2016-2017";"4511";"FORM.INTEG.";"FORMATION INTEGREE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;124;"2017-08-25"
1778;20;"2016-2017";"4521";"FINTG 1CAP2";"FORMATION INTEGREE CAP 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;125;"2017-08-25"
1758;20;"2016-2017";"4522";"FINTG 2CAP2";"FORMATION INTEGREE CAP 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;126;"2017-08-25"
1779;20;"2016-2017";"4531";"FINTG 1CAP3";"FORMATION INTEGREE CAP 3 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;127;"2017-08-25"
1759;20;"2016-2017";"4532";"FINTG 2CAP3";"FORMATION INTEGREE CAP 3 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;128;"2017-08-25"
1780;20;"2016-2017";"4533";"FINTG 3CAP3";"FORMATION INTEGREE CAP 3 ANS : 3E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;129;"2017-08-25"
1760;20;"2016-2017";"4611";"MODAL NIV-5";"MODULE D'ACTION EN LYCEE NIVEAU 5";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;130;"2017-08-25"
1781;20;"2016-2017";"4621";"MODAL NIV-4";"MODULE D'ACTION EN LYCEE NIVEAU 4";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;131;"2017-08-25"
1761;20;"2016-2017";"4631";"MODAL NIV-3";"MODULE D'ACTION EN LYCEE NIVEAU 3";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;132;"2017-08-25"
1782;20;"2016-2017";"4711";"NCE78 1CAP2";"NCE DECISION 78- CAP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;133;"2017-08-25"
1762;20;"2016-2017";"4712";"NCE78 2CAP2";"NCE DECISION 78- CAP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;134;"2017-08-25"
1783;20;"2016-2017";"4721";"NCE78 1BEP2";"NCE DECISION 78- BEP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;135;"2017-08-25"
1763;20;"2016-2017";"4722";"NCE78 2BEP2";"NCE DECISION 78- BEP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;136;"2017-08-25"
1784;20;"2016-2017";"4731";"NCE78 1BPR2";"NCE DECISION 78- BAC PRO 2ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;137;"2017-08-25"
1764;20;"2016-2017";"4732";"NCE78 2BPR2";"NCE DECISION 78- BAC PRO 2ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;138;"2017-08-25"
1785;20;"2016-2017";"4741";"NCE78 1BMA2";"NCE DECISION 78- BMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;139;"2017-08-25"
1765;20;"2016-2017";"4742";"NCE78 2BMA2";"NCE DECISION 78- BMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;140;"2017-08-25"
1786;20;"2016-2017";"4751";"NCE78 1BTS2";"NCE DECISION 78- BTS EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;141;"2017-08-25"
1766;20;"2016-2017";"4752";"NCE78 2BTS2";"NCE DECISION 78- BTS EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;142;"2017-08-25"
1787;20;"2016-2017";"4761";"NCE78 1DMA2";"NCE DECISION 78- DMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;143;"2017-08-25"
1788;20;"2016-2017";"4762";"NCE78 2DMA2";"NCE DECISION 78- DMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;144;"2017-08-25"
1790;20;"2016-2017";"5111";"PDPREBAC1";"PREPA.DIVERSE PRE-BAC  : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";18;0;0;145;"2017-08-25"
1791;20;"2016-2017";"5112";"PDPREBAC2";"PREPA.DIVERSE PRE-BAC  : 2EME ANNEE";"2000-09-01 00:00:00";"";"Oui";"Oui";2;0;0;146;"2017-08-25"
1792;20;"2016-2017";"5211";"PDPOSTBAC1";"PREPA.DIVERSE POST-BAC : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;147;"2017-08-25"
1793;20;"2016-2017";"5212";"PDPOSTBAC2";"PREPA.DIVERSE POST-BAC : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;148;"2017-08-25"
1794;20;"2016-2017";"5213";"PDPOSTBAC3";"PREPA.DIVERSE POST-BAC : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;149;"2017-08-25"
1795;20;"2016-2017";"6111";"CAP1-A";"CAP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;150;"2017-08-25"
1796;20;"2016-2017";"6112";"CAP1-Q";"CAP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;151;"2017-08-25"
1797;20;"2016-2017";"6121";"BEP1-A";"BEP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;152;"2017-08-25"
1798;20;"2016-2017";"6122";"BEP1-Q";"BEP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;153;"2017-08-25"
1799;20;"2016-2017";"6131";"BPR1-A";"BPR1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;154;"2017-08-25"
1800;20;"2016-2017";"6132";"BPR1-Q";"BPR1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;155;"2017-08-25"
1801;20;"2016-2017";"6141";"BTS1-A";"BTS1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;156;"2017-08-25"
1802;20;"2016-2017";"6142";"BTS1-Q";"BTS1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;157;"2017-08-25"
1803;20;"2016-2017";"6151";"BP-A";"BP STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;158;"2017-08-25"
1804;20;"2016-2017";"6191";"1FIN-A";"F-INT STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;159;"2017-08-25"
1805;20;"2016-2017";"6193";"1FIN-Q";"F-INT STATUT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;160;"2017-08-25"
1806;20;"2016-2017";"6195";"FNDI-Q";"F-INT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;161;"2017-08-25"
1807;20;"2016-2017";"9011";"VIE ACTIVE";"VIE ACTIVE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;162;"2017-08-25"
1808;20;"2016-2017";"9012";"SERV.MILI.";"SERVICE MILITAIRE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;163;"2017-08-25"
1809;20;"2016-2017";"9021";"STAGE";"STAGE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;164;"2017-08-25"
1810;20;"2016-2017";"9991";"NON SCOLAR.";"NON SCOLARISE";"1995-09-01 00:00:00";"";"Non";"Non";0;0;0;167;"2017-08-25"
1811;20;"2016-2017";"9999";"INDETERMINE";"INDETERMINE";"1992-09-01 00:00:00";"";"Non";"Oui";0;0;0;168;"2017-08-25"
1812;21;"2017-2018";"1110";"TPS";"TOUTE PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;1;"2017-08-25"
1813;21;"2017-2018";"1111";"PS";"PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;2;"2017-08-25"
1814;21;"2017-2018";"1112";"MS";"MOYENNE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;3;"2017-08-25"
1815;21;"2017-2018";"1113";"GS";"GRANDE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;4;"2017-08-25"
1816;21;"2017-2018";"1121";"CP";"COURS PREPARATOIRE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;5;"2017-08-25"
1817;21;"2017-2018";"1122";"CE1";"COURS ELEMENTAIRE 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;6;"2017-08-25"
1818;21;"2017-2018";"1123";"CE2";"COURS ELEMENTAIRE 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;7;"2017-08-25"
1819;21;"2017-2018";"1124";"CM1";"COURS MOYEN 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;8;"2017-08-25"
1820;21;"2017-2018";"1125";"CM2";"COURS MOYEN 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;9;"2017-08-25"
1821;21;"2017-2018";"1211";"INIT.1E DEG";"1ER DEGRE : INITIATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;10;"2017-08-25"
1822;21;"2017-2018";"1311";"ADAP.1E DEG";"1ER DEGRE : ADAPTATION";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;11;"2017-08-25"
1823;21;"2017-2018";"1411";"SPEC.1E DEG";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;12;"2017-08-25"
1824;21;"2017-2018";"2111";"6EME";"6EME";"1992-09-01 00:00:00";"";"Oui";"Oui";8;0;0;13;"2017-08-25"
1825;21;"2017-2018";"2112";"5EME";"5EME";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;14;"2017-08-25"
1826;21;"2017-2018";"2114";"4EME AES";"4EME D'AIDE ET DE SOUTIEN";"1993-09-01 00:00:00";"";"Non";"Non";0;0;0;15;"2017-08-25"
1827;21;"2017-2018";"2115";"4EME";"4EME (NC 4E AES)";"1992-09-01 00:00:00";"";"Oui";"Oui";5;1;1;16;"2017-08-25"
1828;21;"2017-2018";"2116";"3EME";"3EME";"1992-09-01 00:00:00";"";"Oui";"Oui";6;2;2;17;"2017-08-25"
1829;21;"2017-2018";"2118";"DISPO RELAI";"DISPOSITIFS RELAIS";"1997-09-01 00:00:00";"";"Oui";"Oui";2;0;0;19;"2017-08-25"
1830;21;"2017-2018";"2119";"ULIS";"UNITES LOCALISEES INCLUSION SCO.(EX UPI)";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;20;"2017-08-25"
1831;21;"2017-2018";"2121";"4E TECHNO";"4EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;21;"2017-08-25"
1832;21;"2017-2018";"2122";"3E TECHNO";"3EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;22;"2017-08-25"
1833;21;"2017-2018";"2132";"CPA";"CPA";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;24;"2017-08-25"
1834;21;"2017-2018";"2133";"CLIPA";"CL.D'INITIATION PREPROF. PAR ALTERNANCE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;25;"2017-08-25"
1835;21;"2017-2018";"2134";"APP JUNIOR";"FORMATION D'APPRENTI JUNIOR";"2006-09-01 00:00:00";"";"Non";"Non";0;0;0;26;"2017-08-25"
1836;21;"2017-2018";"2135";"DIMA";"DISPO D'INITIATION METIERS EN ALTERNANCE";"2008-09-01 00:00:00";"";"Oui";"Oui";1;1;1;27;"2017-08-25"
1837;21;"2017-2018";"2211";"2NDE G-T";"SECONDE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";12;2;2;28;"2017-08-25"
1838;21;"2017-2018";"2212";"1ERE G-T";"PREMIERE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";30;9;9;29;"2017-08-25"
1839;21;"2017-2018";"2213";"TERM G-T";"TERMINALE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";31;9;9;30;"2017-08-25"
1840;21;"2017-2018";"2311";"CAP 1 AN";"CAP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";185;0;0;31;"2017-08-25"
1841;21;"2017-2018";"2321";"1CAP2";"CAP EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";200;13;13;32;"2017-08-25"
1842;21;"2017-2018";"2322";"2CAP2";"CAP EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";199;13;13;33;"2017-08-25"
1843;21;"2017-2018";"2331";"1CAP3";"CAP EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;34;"2017-08-25"
1844;21;"2017-2018";"2332";"2CAP3";"CAP EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;35;"2017-08-25"
1845;21;"2017-2018";"2333";"3CAP3";"CAP EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;36;"2017-08-25"
1846;21;"2017-2018";"2341";"BEP 1 AN";"BEP EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;37;"2017-08-25"
1847;21;"2017-2018";"2351";"2NDE BEP";"BEP 2 ANS : 2NDE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;38;"2017-08-25"
1848;21;"2017-2018";"2352";"TERM BEP";"BEP 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;39;"2017-08-25"
1849;21;"2017-2018";"2361";"BACPRO 1 AN";"BAC PROFESSIONNEL EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;40;"2017-08-25"
1850;21;"2017-2018";"2371";"1BACPRO2";"BAC PRO 2 ANS : 1ERE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;41;"2017-08-25"
1851;21;"2017-2018";"2372";"TBACPRO2";"BAC PRO 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;42;"2017-08-25"
1852;21;"2017-2018";"2381";"2NDE PRO";"BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";89;14;14;43;"2017-08-25"
1853;21;"2017-2018";"2382";"1ERE PRO";"BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";113;27;27;44;"2017-08-25"
1854;21;"2017-2018";"2383";"TLEPRO";"BAC PRO 3 ANS : TERM PRO (OU 3EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";111;28;28;45;"2017-08-25"
1855;21;"2017-2018";"2391";"MC";"MENTION COMPLEMENTAIRE";"1992-09-01 00:00:00";"";"Oui";"Oui";52;0;0;46;"2017-08-25"
1856;21;"2017-2018";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Oui";"Oui";0;0;0;47;"2017-08-25"
1857;21;"2017-2018";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;47;"2017-08-25"
1858;21;"2017-2018";"23B1";"BMA 1 AN";"BMA EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;48;"2017-08-25"
1859;21;"2017-2018";"23C1";"1BMA2";"BMA EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;49;"2017-08-25"
1860;21;"2017-2018";"23C2";"2BMA2";"BMA EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;50;"2017-08-25"
1861;21;"2017-2018";"23D1";"1BMA3";"BMA EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;51;"2017-08-25"
1862;21;"2017-2018";"23D2";"2BMA3";"BMA EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;52;"2017-08-25"
1863;21;"2017-2018";"23D3";"3BMA3";"BMA EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;53;"2017-08-25"
1864;21;"2017-2018";"2411";"SES 1";"SES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;54;"2017-08-25"
1865;21;"2017-2018";"2412";"SES 2";"SES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;55;"2017-08-25"
1866;21;"2017-2018";"2413";"SES 3";"SES : 3 EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;56;"2017-08-25"
1867;21;"2017-2018";"2414";"SES 4";"SES : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;57;"2017-08-25"
1868;21;"2017-2018";"2415";"SES 5";"SES : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;58;"2017-08-25"
1869;21;"2017-2018";"2416";"SES 6";"SES : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;59;"2017-08-25"
1870;21;"2017-2018";"2421";"CLAT1";"CLASSE ATELIER : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;60;"2017-08-25"
1871;21;"2017-2018";"2422";"CLAT2";"CLASSE ATELIER : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;61;"2017-08-25"
1872;21;"2017-2018";"2423";"CLAT3";"CLASSE ATELIER : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;62;"2017-08-25"
1873;21;"2017-2018";"2424";"CLAT4";"CLASSE ATELIER : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;63;"2017-08-25"
1874;21;"2017-2018";"2425";"CLAT5";"CLASSE ATELIER : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;64;"2017-08-25"
1875;21;"2017-2018";"2426";"CLAT6";"CLASSE ATELIER : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;65;"2017-08-25"
1876;21;"2017-2018";"2431";"6E SEGPA";"6EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;66;"2017-08-25"
1877;21;"2017-2018";"2432";"5E SEGPA";"5EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;67;"2017-08-25"
1878;21;"2017-2018";"2433";"4E SEGPA";"4EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;68;"2017-08-25"
1879;21;"2017-2018";"2434";"3E SEGPA";"3EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;69;"2017-08-25"
1880;21;"2017-2018";"2435";"SEGPA 1CAP2";"SEGPA CAP EN 2 ANS : 1ERE ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;70;"2017-08-25"
1881;21;"2017-2018";"2436";"SEGPA 2CAP2";"SEGPA CAP EN 2 ANS : 2EME ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;71;"2017-08-25"
1882;21;"2017-2018";"2511";"1BP2";"BREVET PROFESSIONNEL : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";51;0;0;72;"2017-08-25"
1883;21;"2017-2018";"2512";"2BP2";"BREVET PROFESSIONNEL : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";53;0;0;73;"2017-08-25"
1884;21;"2017-2018";"3111";"CPGE-1";"CLASSE PREPA.GRANDES ECOLES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;2;2;74;"2017-08-25"
1885;21;"2017-2018";"3112";"CPGE-2";"CLASSE PREPA.GRANDES ECOLES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";31;3;4;75;"2017-08-25"
1886;21;"2017-2018";"3211";"BTS 1 AN";"BREVET DE TECHNICIEN SUPERIEUR EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";118;6;6;76;"2017-08-25"
1887;21;"2017-2018";"3221";"1BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";123;24;24;77;"2017-08-25"
1888;21;"2017-2018";"3222";"2BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";129;23;23;78;"2017-08-25"
1889;21;"2017-2018";"3231";"1BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;79;"2017-08-25"
1890;21;"2017-2018";"3232";"2BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;80;"2017-08-25"
1891;21;"2017-2018";"3233";"3BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 3EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;81;"2017-08-25"
1892;21;"2017-2018";"3241";"DPECF";"DIP.PREPA.ETUDES COMPTABLES & FINANCIER.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;82;"2017-08-25"
1893;21;"2017-2018";"3242";"CL.M.NIV";"CLASSE DE MISE A NIVEAU POUR BTS";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;83;"2017-08-25"
1894;21;"2017-2018";"3251";"DMA EN 1 AN";"DIP.METIERS D'ARTS EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;84;"2017-08-25"
1895;21;"2017-2018";"3261";"1DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;85;"2017-08-25"
1896;21;"2017-2018";"3262";"2DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;86;"2017-08-25"
1897;21;"2017-2018";"3281";"DSAA-1";"DIP.SUPERIEUR ARTS APPLIQUES :1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;87;"2017-08-25"
1898;21;"2017-2018";"3282";"DSAA-2";"DIP.SUPERIEUR ARTS APPLIQUES :2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;88;"2017-08-25"
1899;21;"2017-2018";"3291";"DNTS";"DIPLOME NATIONAL DE TECHNO SPECIALISE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;89;"2017-08-25"
1900;21;"2017-2018";"3292";"LICENC";"LICENCE";"2002-09-01 00:00:00";"";"Oui";"Oui";1;0;0;90;"2017-08-25"
1901;21;"2017-2018";"32A1";"DCG-1";"DIP DE COMPTA GESTION 1E AN.,  DECF-1";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;91;"2017-08-25"
1902;21;"2017-2018";"32A2";"DCG-2";"DIP DE COMPTA GESTION 2E AN.,  DECF-2";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;92;"2017-08-25"
1903;21;"2017-2018";"32A3";"DCG-3";"DIP DE COMPTA ET GESTION 3E AN.";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;93;"2017-08-25"
